viewId,chartType,queryStr,resolvedQueryStr,md5,svgFilename,durationReceiveData,durationTotal,heapUsed,totalDataFileSize
share-of-children-vaccinated-against-measles,WorldMap,,,08c2d5300f38f8d723c301139ac6af7c,share-of-children-vaccinated-against-measles_v28_850x600.svg,5,33,267298368,243688
share-of-children-vaccinated-against-measles-vs-share-vaccinated-against-dpt3,ScatterPlot,,,6addf7b7c3fdcf23c2c8cfc3152b1af7,share-of-children-vaccinated-against-measles-vs-share-vaccinated-against-dpt3_v23_850x600.svg,65,205,1236965584,2106919
share-of-children-vaccinated-with-mcv2,WorldMap,,,c0ee4c6aee7376b2233e685c83b2d4b1,share-of-children-vaccinated-with-mcv2_v26_850x600.svg,2,28,549795904,104018
share-of-children-who-are-overweight,WorldMap,,,e82e43e60efb91678397e4272374ca50,share-of-children-who-are-overweight_v24_850x600.svg,4,23,1449649584,122317
share-of-children-who-are-stunted-in-urban-and-rural-areas,LineChart,,,087a0f9d259ab619b94dd68cad123b59,share-of-children-who-are-stunted-in-urban-and-rural-areas_v8_850x600.svg,2,15,489858768,20468
share-of-children-who-are-stunted-vs-co-emissions-per-capita,ScatterPlot,,,d8d73dac4197ff77aa2ae0549047a1cb,share-of-children-who-are-stunted-vs-co-emissions-per-capita_v37_850x600.svg,28,142,550038928,940242
share-of-children-who-are-stunted-vs-diarrheal-disease-death-rates-among-children,ScatterPlot,,,60c2ab6c380b5f9bd58dd96dd6bbdbd1,share-of-children-who-are-stunted-vs-diarrheal-disease-death-rates-among-children_v4_850x600.svg,17,57,283319448,377448
share-of-children-who-experienced-violence,WorldMap,,,ea31855f99208590a11b21f2022c6867,share-of-children-who-experienced-violence_v14_850x600.svg,1,16,515345216,2649
share-of-children-with-a-fever-receiving-antimalarial-drugs,WorldMap,,,36c12cba1e279112c4aabf241718ed72,share-of-children-with-a-fever-receiving-antimalarial-drugs_v16_850x600.svg,3,20,1465679568,8457
share-of-children-with-a-weight-too-low-for-their-height-wasting,WorldMap,,,bab258a4ad5cb82778bee130741580c5,share-of-children-with-a-weight-too-low-for-their-height-wasting_v30_850x600.svg,3,23,531507024,40405
share-of-children-with-diarrhea-receiving-oral-rehydration-salts-and-zinc,WorldMap,,,c587adb2c5e90706fddbea5dccda27a1,share-of-children-with-diarrhea-receiving-oral-rehydration-salts-and-zinc_v5_850x600.svg,1,18,1484061768,4765
share-of-children-with-diarrhea-receiving-treatment,WorldMap,,,a30896dacbfa59d93d39fb5c96b885d8,share-of-children-with-diarrhea-receiving-treatment_v15_850x600.svg,2,20,248860616,13163
share-of-children-with-diarrhea-receiving-zinc,WorldMap,,,d9023a88634d2562ead1bca94bf88ec6,share-of-children-with-diarrhea-receiving-zinc_v7_850x600.svg,2,22,1451282624,5098
share-of-children-younger-than-5-who-suffer-from-stunting,WorldMap,,,fce65511d4ab4555f89b4110661dd53b,share-of-children-younger-than-5-who-suffer-from-stunting_v32_850x600.svg,96,235,618217560,2743521
share-of-city-residents-with-convenient-access-to-public-transport,WorldMap,,,499a8a989da0a3f2c59fc73ed5b62b89,share-of-city-residents-with-convenient-access-to-public-transport_v10_850x600.svg,2,20,503120960,5406
share-of-clinical-trials-that-report-results-within-a-year-over-time,LineChart,,,8d64b410cf1751c8b9685b5eacd28384,share-of-clinical-trials-that-report-results-within-a-year-over-time_v17_850x600.svg,1,11,264688696,185
share-of-consumer-expenditure-spent-on-food,WorldMap,,,dd8a49e2a92d19b2171810abfcd87e62,share-of-consumer-expenditure-spent-on-food_v13_850x600.svg,3,18,471503240,24113
share-of-countries-by-gender-of-the-chief-executive,StackedArea,,,39f71073aacb2e7c0226dbc28229d53e,share-of-countries-by-gender-of-the-chief-executive_v47_850x600.svg,3,21,288918184,87731
share-of-countries-by-gender-of-the-head-of-government,StackedArea,,,32d6e674271d118477e72a8a425adc41,share-of-countries-by-gender-of-the-head-of-government_v50_850x600.svg,3,19,1475435560,87731
share-of-countries-by-gender-of-the-head-of-state,StackedArea,,,de0c50ff1d0089860774927a7b61e14a,share-of-countries-by-gender-of-the-head-of-state_v46_850x600.svg,6,19,262591240,87741
share-of-countries-recording-high-food-prices,StackedBar,,,0dcaf5f9a6cba0ad2e1d28e67bbb7c1d,share-of-countries-recording-high-food-prices_v9_850x600.svg,1,14,523859504,11256
share-of-countries-region-reporting-confirmed-infections-glass,LineChart,,,958ecd3476576917a99a94bfe24ed071,share-of-countries-region-reporting-confirmed-infections-glass_v15_850x600.svg,3,27,1233904280,8324
share-of-countries-testing-confirmed-bacterial-infections-for-antibiotic-susceptibility,LineChart,,,f607fc445dfdced206d3582f243f4baa,share-of-countries-testing-confirmed-bacterial-infections-for-antibiotic-susceptibility_v11_850x600.svg,2,34,469056160,8297
share-of-countries-that-have-had-a-woman-as-chief-executive,LineChart,,,87d287786e71ced4263858d9ed9b9bf9,share-of-countries-that-have-had-a-woman-as-chief-executive_v22_850x600.svg,3,28,1490025792,14786
share-of-countries-with-procedures-for-community-participation-in-water-sanitation-management,DiscreteBar,,,e605dd700f8ce4836ff58b35c003874a,share-of-countries-with-procedures-for-community-participation-in-water-sanitation-management_v20_850x600.svg,2,14,275818768,1492
share-of-cumulative-co2,LineChart,,,47363a7f1883fe75b472f7de8f973469,share-of-cumulative-co2_v37_850x600.svg,8,37,559056904,966996
share-of-cumulative-plastic-exports,DiscreteBar,,,6bdc5dc68ea7fa0556ce34a1747449c9,share-of-cumulative-plastic-exports_v4_850x600.svg,2,14,294499200,362
share-of-day-women-spend-on-unpaid-domestic-and-care-work,WorldMap,,,be38aedcdaede06a21c9203d0016cd23,share-of-day-women-spend-on-unpaid-domestic-and-care-work_v8_850x600.svg,1,16,1251321432,3758
share-of-deaths-by-cause,DiscreteBar,,,1f4724e2612e59f744719e8e19c5ea8e,share-of-deaths-by-cause_v48_850x600.svg,258,293,343755792,10826009
share-of-deaths-by-risk-factor,DiscreteBar,,,f1a15e7740187287742a1edee0efaaaf,share-of-deaths-by-risk-factor_v5_850x600.svg,154,190,534884032,6386052
share-of-deaths-cause-is-registered,WorldMap,,,aa85789e994bdd75b47b89ed8ab6fe87,share-of-deaths-cause-is-registered_v45_850x600.svg,2,29,527541704,3843
share-of-deaths-from-cardiovascular-diseases-men-women,LineChart,,,4e8af793c448f0d1e59fe6ee5953e8ac,share-of-deaths-from-cardiovascular-diseases-men-women_v31_850x600.svg,9,35,1251713912,495642
share-of-deaths-from-homicide,WorldMap,,,12ee0d8dfe91d135af3e044a375f5ecf,share-of-deaths-from-homicide_v13_850x600.svg,5,42,1487472216,174766
share-of-deaths-from-major-causes,DiscreteBar,,,a4460179c1572d0c5def39771151cf3e,share-of-deaths-from-major-causes_v24_850x600.svg,62,83,560563328,3271037
share-of-deaths-from-opioid-overdoses,WorldMap,,,4e65596b5a6083ddff6e38ff1003630c,share-of-deaths-from-opioid-overdoses_v18_850x600.svg,3,25,1274531488,349056
share-of-deaths-from-terrorism,WorldMap,,,43b2a4afee06906f3d67695445d660d2,share-of-deaths-from-terrorism_v28_850x600.svg,8,40,657005720,276187
share-of-deaths-from-underlying-causes,StackedArea,,,dead82bb71c2906f1436ef6d915badd2,share-of-deaths-from-underlying-causes_v10_850x600.svg,31,50,1497906304,1824614
share-of-deaths-obesity,WorldMap,,,a674513e18ad6189669f57a75769b1f5,share-of-deaths-obesity_v15_850x600.svg,2,30,1293221080,251634
share-of-deaths-registered,WorldMap,,,653a6e91ab7b4f5005eb92260fe16bb4,share-of-deaths-registered_v70_850x600.svg,2,22,680242576,34457
share-of-dietary-energy-derived-from-protein-vs-gdp-per-capita,ScatterPlot,,,fd3cc9b3b8ea127c5d29cd1b8204a90d,share-of-dietary-energy-derived-from-protein-vs-gdp-per-capita_v34_850x600.svg,86,250,644314104,2530292
share-of-dietary-energy-supply-from-carbohydrates-vs-gdp-per-capita,ScatterPlot,,,d3bf8d087ab3896f03e4f6e5602ef308,share-of-dietary-energy-supply-from-carbohydrates-vs-gdp-per-capita_v35_850x600.svg,97,283,1608720128,2525493
share-of-dietary-energy-supply-from-fats-vs-gdp-per-capita,ScatterPlot,,,05546ee66558aecbd5fc1eb44d424c6d,share-of-dietary-energy-supply-from-fats-vs-gdp-per-capita_v33_850x600.svg,92,263,1377025992,2530779
share-of-disease-burden-from-communicable-diseases-vs-gdp,ScatterPlot,,,ac33612aab984c54cf2a691c90bec8e9,share-of-disease-burden-from-communicable-diseases-vs-gdp_v43_850x600.svg,100,262,611863128,2341341
share-of-disease-burden-from-ncds-vs-gdp,ScatterPlot,,,90a32b04ef410de10e15c8643981417f,share-of-disease-burden-from-ncds-vs-gdp_v42_850x600.svg,82,251,722928240,2339917
share-of-drinkers-who-binged,LineChart,,,fcd7f79f73dc2213eb24d044d937fdd6,share-of-drinkers-who-binged_v3_850x600.svg,1,20,378985920,5879
share-of-e-coli-bloodstream-infections-due-to-antimicrobial-resistant-bacteria,WorldMap,,,181690968d91d5e561cdcfa78e88a102,share-of-e-coli-bloodstream-infections-due-to-antimicrobial-resistant-bacteria_v15_850x600.svg,2,19,348250792,14958
share-of-eggs-produced-by-different-housing-systems,StackedDiscreteBar,,,c494819da1da8947cded9104a5dc5bc7,share-of-eggs-produced-by-different-housing-systems_v8_850x600.svg,4,27,353496568,54526
share-of-electricity-production-from-renewable-sources,LineChart,,,c6e3d1be7fd9ea1f8ccd8fec53c6fef3,share-of-electricity-production-from-renewable-sources_v17_850x600.svg,6,25,394688880,254339
share-of-electricity-production-from-solar-and-wind,WorldMap,,,d9848a06072e1060ddc5a86be9acece5,share-of-electricity-production-from-solar-and-wind_v22_850x600.svg,5,33,366965072,233327
share-of-employed-women-working-in-agriculture-vs-gdp-per-capita,ScatterPlot,,,9703b31dfa549d7d36d7a94edc7beaf2,share-of-employed-women-working-in-agriculture-vs-gdp-per-capita_v32_850x600.svg,76,240,747722112,2315908
share-of-employee-compensation-in-public-spending,WorldMap,,,0bf2c9e0c9ba5196fd48c4f2c1693f85,share-of-employee-compensation-in-public-spending_v18_850x600.svg,2,28,1399126232,154030
share-of-employees-whose-wages-are-covered-by-collective-bargaining-agreements,DiscreteBar,,,f7c0b45ecbaf51d3f2be191f322b34df,share-of-employees-whose-wages-are-covered-by-collective-bargaining-agreements_v22_850x600.svg,1,14,747239928,931
share-of-employees-whose-wages-are-covered-by-collective-bargaining-agreements-finn,DiscreteBar,,,02f41057e40957b0752fa4f599c812cf,share-of-employees-whose-wages-are-covered-by-collective-bargaining-agreements-finn_v11_850x600.svg,2,12,1590419648,931
share-of-employment-in-agriculture,WorldMap,,,752ba625737a4fefcfe5dc70e4f4e1d1,share-of-employment-in-agriculture_v15_850x600.svg,6,40,774328984,233606
share-of-energy-from-cereals-roots-and-tubers-vs-gdp-per-capita,ScatterPlot,,,6386886271bf8eeb3cb9f976d1a46369,share-of-energy-from-cereals-roots-and-tubers-vs-gdp-per-capita_v38_850x600.svg,12,59,673906928,375360
share-of-female-workers-by-sector,StackedArea,,,ba097f73a117654629d1fb81b4e25f08,share-of-female-workers-by-sector_v14_850x600.svg,12,31,1626543032,696799
share-of-females-defined-as-obese,WorldMap,,,1d02e7fb8b1f4754b4d3e3e80f4214fe,share-of-females-defined-as-obese_v17_850x600.svg,6,36,385060696,309047
share-of-females-defined-as-overweight,WorldMap,,,0c584995f894911197ddaf2c31024d42,share-of-females-defined-as-overweight_v18_850x600.svg,2,28,1421476640,307624
share-of-final-energy-consumption-from-renewable-sources,WorldMap,,,75a6df7f655f49fa27fe1f9879dde864,share-of-final-energy-consumption-from-renewable-sources_v11_850x600.svg,3,28,1648898640,163587
share-of-firms-for-which-access-to-finance-is-a-major-constraint,WorldMap,,,78baa1db5a9a899bd1eee82b7c6b20fa,share-of-firms-for-which-access-to-finance-is-a-major-constraint_v12_850x600.svg,3,54,749689576,1364
share-of-firms-that-say-corruption-is-a-big-problem-for-them,WorldMap,,,99046e152d56684fbe45cf7c4f53cc3f,share-of-firms-that-say-corruption-is-a-big-problem-for-them_v19_850x600.svg,2,29,405597256,21106
share-of-fish-stocks-overexploited,DiscreteBar,,,55d61e95f290477f0da78f169514e1f6,share-of-fish-stocks-overexploited_v9_850x600.svg,1,14,1402892720,10133
share-of-fish-stocks-that-are-sustainably-fished,WorldMap,,,d2b08cc9404facfa24b9a79401c017e1,share-of-fish-stocks-that-are-sustainably-fished_v9_850x600.svg,2,16,1615933904,4802
share-of-food-expenditure-vs-food-expenditure,ScatterPlot,,,f6c273af89ccdddbcccfe44820591909,share-of-food-expenditure-vs-food-expenditure_v25_850x600.svg,2,27,1440639800,56860
share-of-foreign-aid-spent-within-donor-countries,LineChart,,,5157126b74151fb07523f2b3323d6159,share-of-foreign-aid-spent-within-donor-countries_v12_850x600.svg,1,26,381853272,51626
share-of-global-annual-co-emissions-from-other-industry,WorldMap,,,0cddef97367b2b80ba065a3c1174e541,share-of-global-annual-co-emissions-from-other-industry_v18_850x600.svg,3,25,639188248,73889
share-of-global-consumption-based-co-emissions-and-population,DiscreteBar,,,61e08e2a7f069fb78a0e9e6f0069d583,share-of-global-consumption-based-co-emissions-and-population_v13_850x600.svg,81,136,773812176,2914443
share-of-global-cumulative-co-emissions-from-land-use-change,WorldMap,,,d69b590e5f6a2a53cbef21ee93b70fe1,share-of-global-cumulative-co-emissions-from-land-use-change_v16_850x600.svg,7,60,229633328,1295003
share-of-global-cumulative-co-emissions-from-other-industry,WorldMap,,,db502058e06f7106d738d5a202836297,share-of-global-cumulative-co-emissions-from-other-industry_v19_850x600.svg,2,17,401875048,74174
share-of-global-habitable-land-needed-for-agriculture-if-everyone-had-the-diet-of,WorldMap,,,73b9bc04c4b72e4932700fdec5fee8a5,share-of-global-habitable-land-needed-for-agriculture-if-everyone-had-the-diet-of_v12_850x600.svg,2,16,647428992,4938
share-of-global-merchandise-exports,DiscreteBar,,,a9da377f333002b855bd08771eaeb36f,share-of-global-merchandise-exports_v11_850x600.svg,2,16,1418315376,155977
share-of-global-mismanaged-plastic-waste,WorldMap,,,7887039578b2b3d8f1ade0f5c55e42ed,share-of-global-mismanaged-plastic-waste_v16_850x600.svg,2,45,176623480,5961
share-of-global-plastic-waste-emitted-to-the-ocean,WorldMap,,,38c4e58be56f3e13b1cfef8e509840c5,share-of-global-plastic-waste-emitted-to-the-ocean_v14_850x600.svg,3,28,409828176,5757
share-of-global-services-exports,WorldMap,,,f27df4f98750c7477ed86a617ae953d8,share-of-global-services-exports_v12_850x600.svg,2,44,664219792,145004
share-of-gov-expenditure-in-gdp-vs-gdp-per-capita,ScatterPlot,,,97938c68f6ac936948263fd166150a9d,share-of-gov-expenditure-in-gdp-vs-gdp-per-capita_v33_850x600.svg,83,267,265699672,2565894
share-of-government-consumption-in-gdp-vs-share-in-extreme-poverty,ScatterPlot,,,08420b572e02a859eb1dfa05588d253b,share-of-government-consumption-in-gdp-vs-share-in-extreme-poverty_v71_850x600.svg,88,225,851458864,2323913
share-of-government-expenditure-going-to-interest-payments,WorldMap,,,6981094b4804c327de2ebb3cfe6dac2d,share-of-government-expenditure-going-to-interest-payments_v15_850x600.svg,2,28,427440960,153813
share-of-health-facilities-with-essential-medicines,DiscreteBar,,,d43c0de35ff7be287847ea315d4faaae,share-of-health-facilities-with-essential-medicines_v13_850x600.svg,3,12,682103904,1138
share-of-household-consumption-in-gdp-vs-gdp-per-capita,ScatterPlot,,,6fb104830cdedcfa7fc1f3ca309c1d9d,share-of-household-consumption-in-gdp-vs-gdp-per-capita_v34_850x600.svg,78,249,317430856,2562033
share-of-households-by-type,StackedDiscreteBar,,,49202255ac1fbe8d4c2b0efc6fe1ddd0,share-of-households-by-type_v24_850x600.svg,8,24,231794752,161806
share-of-households-consuming-iodized-salt,WorldMap,,,1c1a7f51381058fbea9a9c907efe8f01,share-of-households-consuming-iodized-salt_v17_850x600.svg,3,18,700029128,11199
share-of-individuals-using-the-internet,WorldMap,,,a1a9254edbd8fa664463f09293fc7b6e,share-of-individuals-using-the-internet_v62_850x600.svg,4,36,397532648,188876
share-of-individuals-who-own-a-mobile-telephone-by-sex,ScatterPlot,,,3e65551cf6235e515945ebac91c8618f,share-of-individuals-who-own-a-mobile-telephone-by-sex_v12_850x600.svg,2,32,684134216,33277
share-of-industrial-wastewater-which-is-treated,DiscreteBar,,,65b356c541ba3a85a8f5188d3eb2edc5,share-of-industrial-wastewater-which-is-treated_v5_850x600.svg,1,11,203210952,460
share-of-invasive-cervical-cancers-caused-by-each-hpv-type,DiscreteBar,,,4c38709c8f05dc18dac8311ed51fbac8,share-of-invasive-cervical-cancers-caused-by-each-hpv-type_v9_850x600.svg,2,17,230854472,1447
share-of-land-area-used-for-agriculture,LineChart,,,87bc5321b3df03a237857e21eda71d33,share-of-land-area-used-for-agriculture_v16_850x600.svg,4,23,426977976,429106
share-of-land-area-used-for-arable-agriculture,WorldMap,,,1c3ac89982b80da180dee2ce54ba2161,share-of-land-area-used-for-arable-agriculture_v15_850x600.svg,3,43,214667264,422830
share-of-land-covered-by-lakes-and-rivers,WorldMap,,,fb1cea7d0bf472c8f897280d421302ce,share-of-land-covered-by-lakes-and-rivers_v15_850x600.svg,3,28,441390512,147621
share-of-low-birthweight-babies-born,WorldMap,,,eb7a4c6edcea810b472f27a55ba67e90,share-of-low-birthweight-babies-born_v9_850x600.svg,2,21,701810408,116581
share-of-low-carbon-energy-vs-gdp,ScatterPlot,,,7dc7d5a2908164fca8daed22b1642eef,share-of-low-carbon-energy-vs-gdp_v39_850x600.svg,15,65,228619120,464379
share-of-lung-cancer-deaths-attributed-to-air-pollution,WorldMap,,,e5226d8d7a5b2916cb8f0fc3637c5b4c,share-of-lung-cancer-deaths-attributed-to-air-pollution_v15_850x600.svg,2,23,407430088,252469
share-of-male-vs-female-employment-in-agri,ScatterPlot,,,ad9100cbade082f878c7852c9706fb25,share-of-male-vs-female-employment-in-agri_v30_850x600.svg,73,216,785307584,2307287
share-of-male-vs-female-employment-in-industry,ScatterPlot,,,264ffa70af4308f4d3861e2a75d0ed07,share-of-male-vs-female-employment-in-industry_v27_850x600.svg,71,212,960339552,2307727
share-of-male-vs-female-employment-in-services,ScatterPlot,,,4aed7ca3755aa6e9143e3536339d3d95,share-of-male-vs-female-employment-in-services_v30_850x600.svg,101,313,479430520,2304782
share-of-married-women-ages-15-49-years-whose-need-for-family-planning-is-satisfied,WorldMap,,,c13e2b19e6202874581d9444e440e6c0,share-of-married-women-ages-15-49-years-whose-need-for-family-planning-is-satisfied_v22_850x600.svg,1,21,334691432,25930
share-of-men-defined-as-obese,WorldMap,,,44c331a05bd6a34d7e2ebe7ebe488e21,share-of-men-defined-as-obese_v18_850x600.svg,4,30,291282384,309287
share-of-men-defined-as-overweight,WorldMap,,,ad9d73da18dd8621c08994922e91fc1f,share-of-men-defined-as-overweight_v17_850x600.svg,2,26,250360104,307694
share-of-men-in-england-and-wales-who-have-ever-married-by-age,LineChart,,,61beb4347ac01698d26c2bd39abbfbcd,share-of-men-in-england-and-wales-who-have-ever-married-by-age_v29_850x600.svg,2,20,324621376,13526
share-of-men-who-are-smoking,WorldMap,,,aec1a6d35699ae28e1f9422d443d07a2,share-of-men-who-are-smoking_v18_850x600.svg,2,25,309396600,35714
share-of-mothers-in-low--and-middle-income-countries-who-lost-a-child-under-5,SlopeChart,,,d2889364ec151399ea4d5028c470db24,share-of-mothers-in-low--and-middle-income-countries-who-lost-a-child-under-5_v21_850x600.svg,2,20,282962720,4925
share-of-mothers-receiving-at-least-four-antenatal-visits-during-pregnancy,WorldMap,,,6f3f761143baf95521c77cce62111606,share-of-mothers-receiving-at-least-four-antenatal-visits-during-pregnancy_v23_850x600.svg,5,22,342795816,32464
